budget,producer,origin_country,director,genre,movie_theater_revenue,movie_id,duration,user_ratings,main_actor,movie_views,story_author,year_launched,trailer_audience,movie_theater_price,box_office_revenue
37022540.0,CDF5F23185,C21419A540,7A95E6B01C,DBC957EC29,21028435.2,AC0854BAB1,115.0,5.9,A97AE01FC4,6814.0,3683F62683,1989,471858.0,63.18,414221405.45
37096540.0,B3A9A67FA3,C21419A540,BB99A3D3F5,E5ECF561FE,487951.2,BA1B4CE860,88.0,7.0,38D8E8DE5F,16899.0,3FD71A464B,1989,263311.0,62.94,413907193.45
49022540.0,4BEAB3FE02,C21419A540,8FF13BE233,6A4988C2E5,7758191.2,939C4E2D89,116.0,5.6,C6F2CDB850,7644.0,B06ADDDE12,1989,340928.0,75.36,414398642.45
41289206.67,8E3BC1D267,C21419A540,0994685671,DBC957EC29,32067232.8,AF498FC541,116.0,8.0,4C8578F4A8,37980.0,0994685671,1989,344372.0,43.66,390434028.45
46355873.33,E2512DCEC0,C21419A540,5479806422,83CD1557CD,30880000.0,46A7747D95,77.0,7.2,28023E781E,24347.0,AE189D4686,1989,342001.0,49.68,391384085.45
42689206.67,DFC0D497AC,C21419A540,D62A4949AD,425B0372BA,12967567.2,456257693F,115.0,5.5,754CFAF301,16555.0,1537C21C95,1989,278942.0,57.62,402990631.45
41022540.0,5F80037E1B,C21419A540,838CDF88B8,83CD1557CD,4679717.6,CECD55166A,89.0,7.3,D4C0D33782,22394.0,68B88A3A27,1989,242211.0,60.56,407605413.45
37022540.0,70FBC06DA6,C21419A540,6782DE365C,2BD4FCE0C1,1612705.6,006675E909,97.0,7.2,EE50D23810,2681.0,6F5DE07C62,1989,102259.0,45.64,396677196.45
40355873.33,872C81C477,C21419A540,A8A2698E13,DBC957EC29,473092.8,43B4CB8895,94.0,6.8,84B8241F42,10706.0,A8A2698E13,1989,72674.0,47.15,394858351.45
45022540.0,81FA290E08,C21419A540,2F50E07F40,BD554FF6E8,3907730.4,F989434D60,108.0,5.5,C4687BE48A,3907.0,67D5D6C7EB,1989,168729.0,57.99,401029198.45
37022540.0,DF99FC47AA,C21419A540,638D8CD323,2BD4FCE0C1,4671224.8,ED5ADB41B4,107.0,7.1,BB3738F6AB,7598.0,74873559BF,1989,136329.0,45.98,397025738.45
41022540.0,C870304CA5,F4DEBD59DA,2CD2D84672,2BD4FCE0C1,22886019.2,4FC6D666AF,125.0,7.6,EE590FB75D,24391.0,BAF6DCC5C5,1989,324923.0,50.63,397670343.45
37022540.0,D4DA3DD4D1,70EB421D6C,F5B2A68B80,2BD4FCE0C1,240522.4,EC3293BBFA,167.0,8.1,23593E4715,11035.0,F5B2A68B80,1989,170719.0,53.85,404895410.45
41355873.33,D31971BA01,C21419A540,84011EB0A3,1E452E1E2C,1877600.0,329423D55B,121.0,7.0,3DBA7282E0,7726.0,FF9956915C,1989,89278.0,48.41,395114250.45
37022540.0,E8B19E8434,C21419A540,B08D7CAB4C,2BD4FCE0C1,12358707.2,62E096AF84,120.0,6.1,972BDF6893,6929.0,B08D7CAB4C,1989,178777.0,42.54,393582999.45
37022540.0,D8340174E6,C21419A540,D6CAF10017,425B0372BA,3729709.6,FDC1AC6CFB,90.0,5.6,D4507B09C9,8523.0,9550CD5747,1989,235137.0,56.81,407848037.45
37022540.0,701CC84488,C21419A540,338E49C9A7,BD554FF6E8,11585284.8,B80F455F9A,100.0,5.3,338E49C9A7,6669.0,9F37B21A9E,1989,380733.0,63.51,414552010.45
50355873.33,01583D6625,C21419A540,0D58B9BB5D,DBC957EC29,20251431.2,A5A6A7ED5F,118.0,6.1,D487690645,5035.0,19F919C829,1989,278058.0,57.91,395618355.45
47022540.0,2C634864AA,C21419A540,7A284C2353,6A4988C2E5,1562985.6,B7EC7D3673,106.0,5.3,5D2C403CD8,3548.0,270C1E918E,1989,128261.0,58.29,399327127.45
45022540.0,2FF20FD419,C21419A540,B6D9D75D4F,425B0372BA,14215120.0,C2AF25158C,138.0,5.6,44EABD8950,10534.0,122FF9F8EB,1989,277857.0,58.59,401634568.45
37022540.0,2C634864AA,C21419A540,FA0939B7B1,2BD4FCE0C1,7190984.8,FF35F448AF,97.0,5.5,02DF622FC0,3601.0,6851E86840,1989,79090.0,37.74,388782084.45
37022540.0,872C81C477,C21419A540,F596AB6813,DBC957EC29,30961848.0,73F61DF811,124.0,6.2,972BDF6893,8193.0,5F6DD164F9,1989,329091.0,38.97,390011231.45
37022540.0,3BEE47A6D7,C21419A540,230A3CD8A4,DBC957EC29,22256000.0,9A247FBA55,113.0,5.2,DCD3EF17B8,4281.0,9B5ECE3B35,1989,359166.0,50.68,401724597.45
37022540.0,5261AC287D,C21419A540,0182469020,DBC957EC29,10745444.8,0EF5DFAC34,100.0,6.4,F8582DB47B,7709.0,0182469020,1989,366505.0,62.93,413969060.45
37022540.0,DFC0D497AC,C21419A540,9F8E54D963,DBC957EC29,5437774.4,9BD2645A2A,106.0,5.8,CA079FA599,3045.0,A311577CD4,1989,127654.0,44.35,395391605.45
49022540.0,01583D6625,C21419A540,997045C667,DBC957EC29,29289288.0,0AB5E0C241,122.0,6.2,11DB114FA3,6631.0,C71501D89B,1989,458387.0,65.57,404613396.45
37022540.0,A27112BA94,C21419A540,C5F9B07958,1E452E1E2C,20117644.0,A0D072ACF6,112.0,6.0,86177B3443,3283.0,2EAC8FBBF5,1989,372141.0,54.12,405160514.45
37022540.0,5A4BF5DA6E,C21419A540,DAD3FE0E82,DBC957EC29,34863330.4,91C4B2AA32,88.0,5.2,D62E2673EF,23617.0,6AC21CB481,1989,552125.0,57.37,408413238.45
37139206.67,8B1F93C549,C21419A540,BD1A57F26A,DBC957EC29,5710001.6,EE8DDC761B,89.0,6.6,470541D53A,3493.0,BD1A57F26A,1989,241923.0,55.62,406546334.45
37022540.0,BD6DFB4925,C21419A540,E7575DFD5E,DBC957EC29,57299903.2,D681FAF7D3,100.0,6.9,377CABD89F,15024.0,FFA27A58ED,1989,581569.0,37.88,388921037.45
42822540.0,BEB2B447E4,C21419A540,C43FF84484,425B0372BA,3892729.6,483D907FB3,119.0,6.3,546DD02F8D,1519.0,3C2D3D7325,1989,190899.0,58.02,403261143.45
37022540.0,8058E93309,C21419A540,2B086B68C2,1E452E1E2C,4149316.8,0F402525A9,120.0,6.4,6F75A037F9,2565.0,C931F6C866,1989,242495.0,57.12,408164224.45
37022540.0,01583D6625,C21419A540,2B94F6FF07,2BD4FCE0C1,25482464.0,5108280376,131.0,7.2,B12A8E8DEA,8347.0,E677C6C159,1989,263838.0,37.92,388965342.45
45022540.0,DF99FC47AA,C21419A540,831DDA0164,425B0372BA,12756427.2,F0D4B61F34,94.0,5.6,6C6DC8233B,6015.0,ECF8BF4124,1989,248243.0,57.09,400131876.45
37755873.33,C51CAEC6C3,C21419A540,4E13B69389,DBC957EC29,1148800.0,6E6DD36AF2,116.0,7.8,01FB33C1FA,26292.0,4E13B69389,1989,66272.0,43.23,393542391.45
43689206.67,8E3BC1D267,C21419A540,20311CDDCC,425B0372BA,16482972.0,904F64D9A7,119.0,6.7,D06B5009DC,9656.0,88F3F145FC,1989,319988.0,59.21,403579884.45
37022540.0,FD92B7E7BF,DD187EA6F5,6A6E3C0C16,6A4988C2E5,10596175.2,E234B0AC9C,96.0,7.1,E2E1F05EF1,6107.0,6A6E3C0C16,1989,367171.0,63.14,414184924.45
37022540.0,CAE216FD98,C21419A540,4D5A0AC561,DBC957EC29,6690375.2,F9B6D661DA,125.0,6.9,3A472123B8,8779.0,A7487B2FEA,1989,260833.0,56.42,407456925.45
49022540.0,3309039F46,C21419A540,73823E0E5F,7117B45ACD,3120000.0,4FF263FD0F,128.0,6.1,5C18A05C47,3099.0,73823E0E5F,1989,150594.0,60.96,400003442.45
40355873.33,01583D6625,C21419A540,F301B2152F,BD554FF6E8,10358210.4,20F4D2215F,95.0,6.2,B9873F99BF,7627.0,C11611C5C0,1989,370732.0,67.07,414779005.45
53689206.67,31AF617C6A,C21419A540,6A148D9735,425B0372BA,1263408.0,A1B5ECC65E,101.0,4.8,66E36E5CFF,2253.0,2B8384789B,1989,277586.0,80.18,414559233.45
37022540.0,ED11D25514,C21419A540,D4B5EC709B,DBC957EC29,14148245.6,F118F1B6E2,110.0,6.6,5F9FB6E41B,6669.0,CB7106D540,1989,330398.0,55.91,406955622.45
37022540.0,720EB39307,C21419A540,8CF21E04D1,DBC957EC29,20470243.2,736A44DF1F,114.0,5.8,6804FD95CF,10457.0,522E1A5BBA,1989,400404.0,56.59,407634186.45
63689206.67,2A16AD7FFD,F4A0036E39,72D011432C,6A4988C2E5,1313460.0,EA5CC09ABB,133.0,6.1,65EFB35F02,4385.0,CE86D84ABC,1989,228958.0,85.27,409646392.45
37022540.0,5F1B73D4BB,F4DEBD59DA,158A56D509,83CD1557CD,4219.2,8EDD5017B0,84.0,7.8,1B76CFD96E,5255.0,19F17502C4,1989,85774.0,45.6,396637174.45
43689206.67,BD6DFB4925,C21419A540,44D74A750C,DBC957EC29,17166583.2,1BC127C981,113.0,6.2,7E3DB31EDA,3711.0,B09B671AF5,1989,314685.0,57.99,402365953.45
37022540.0,DE5B791528,18BF4CB228,405F183F23,2BD4FCE0C1,165561.6,62EECE3F46,120.0,7.0,AA30D58206,5961.0,405F183F23,1989,78643.0,44.72,395762792.45
37022540.0,1C20795503,C21419A540,8C3E5F980D,425B0372BA,5310052.0,261E9C0896,108.0,5.4,E3BF153493,2685.0,494B7A3724,1989,158379.0,47.55,398591837.45
45022540.0,69BC0667BD,C21419A540,B82A35FB10,DBC957EC29,6232744.8,3AC6C239EA,113.0,5.9,76C8D23964,3670.0,0F0D7D3523,1989,226256.0,61.42,404456887.45
38355873.33,F4FE46C042,F4DEBD59DA,E7BA3AA829,BD554FF6E8,5895498.4,53DE79C805,106.0,5.7,8C4633F525,3151.0,E7BA3AA829,1989,140800.0,46.54,396248543.45
46355873.33,BD6DFB4925,C21419A540,2BB2CE3C02,DBC957EC29,49707380.0,16C8827CB9,112.0,6.1,4A7CD255F9,9034.0,E5B46F285A,1989,678774.0,64.53,406234085.45
42689206.67,A485054DC8,F4DEBD59DA,BAC0A313FD,E5ECF561FE,222116.8,7AC71E0FF7,151.0,7.2,C7ED0779DE,3564.0,DCC170941B,1989,63003.0,48.77,394142232.45
37022540.0,DF99FC47AA,C21419A540,06ED3A9AFD,1E452E1E2C,6107927.2,C91B0D8294,114.0,5.6,592708E74C,2468.0,06ED3A9AFD,1989,245408.0,55.46,406496919.45
37022540.0,5F80037E1B,C21419A540,E2C059DCC4,83CD1557CD,4766764.8,2C9D7B40BF,91.0,6.0,765F243C5B,1405.0,D0E6983DCE,1989,121367.0,44.39,395434002.45
37022540.0,EFAE570684,F4DEBD59DA,682F35F9ED,BD554FF6E8,732937.6,E4D813BD29,92.0,5.7,1591301C1D,3883.0,4EA186BD0A,1989,33787.0,39.67,390709757.45
49022540.0,C9103849A1,C21419A540,7E871013A7,425B0372BA,1044091.2,0A18891830,126.0,5.7,08B8ADA60B,2393.0,9E67C2F0C7,1989,127779.0,60.76,399797859.45
37022540.0,872C81C477,C21419A540,DFCEC4DC85,1E452E1E2C,9843123.2,43DB307784,115.0,5.7,E7294AEE76,3697.0,A86FAEA439,1989,190913.0,46.27,397312156.45
37022540.0,8E3BC1D267,C21419A540,62C84B59A5,DBC957EC29,6426717.6,A788D42A10,86.0,5.6,62C84B59A5,3687.0,62C84B59A5,1989,207974.0,51.39,402434733.45
37022540.0,B5104D0E5F,C21419A540,9E101D097D,DBC957EC29,256204.8,B665383778,88.0,5.7,442CFEF888,3068.0,9E101D097D,1989,133354.0,50.1,401143218.45
37022540.0,2FF20FD419,C21419A540,84E0576045,425B0372BA,3001359.2,B129D18772,107.0,4.4,4C12415528,4982.0,F613619703,1989,183720.0,52.39,403434641.45
37022540.0,49DC70B5AA,F4DEBD59DA,348A63BE56,1E452E1E2C,4635347.2,3D9737BE83,113.0,7.4,9E6F79E542,7153.0,348A63BE56,1989,284927.0,60.88,411921409.45
37022540.0,97280085D4,C21419A540,1AF591CABB,DBC957EC29,25859645.6,9A58E5EF54,130.0,5.9,D5B54C1FE0,3551.0,D19EA1074B,1989,448349.0,56.0,407039275.45
42355873.33,8058E93309,C21419A540,40382DD7C7,425B0372BA,9467441.6,4908371C5E,113.0,5.0,44EABD8950,3156.0,58B1B06FF4,1989,241825.0,57.07,402779055.45
37022540.0,AD1A776633,F4DEBD59DA,A57EEDD173,6A4988C2E5,386768.0,C354B941E3,128.0,6.0,6C63F82A44,1754.0,3479E48B77,1989,64421.0,43.08,394119315.45
39222540.0,6C4844ABFB,C21419A540,8B09CB527F,DBC957EC29,3952893.6,4DB3248A81,100.0,5.9,B9A496F348,2594.0,A4696FBF01,1989,99676.0,45.24,394078732.45
37022540.0,E5CEA6E2DC,F4DEBD59DA,683696D7DB,E5ECF561FE,2520.8,0476F4CD7D,100.0,6.7,328D996A4E,2703.0,683696D7DB,1989,12391.0,38.26,389300630.45
37022540.0,684CA36C97,F4A0036E39,CD68A6127C,1E452E1E2C,17186.4,1B824A7855,127.0,7.3,DB87A1D577,3269.0,CD68A6127C,1989,72729.0,44.28,395319734.45
37022540.0,01583D6625,C21419A540,AD033F3287,2BD4FCE0C1,3708935.2,13E1A7191D,112.0,6.6,0A349B2233,831.0,4228AD7664,1989,72807.0,40.59,391635829.45
47022540.0,2C634864AA,C21419A540,5EAECD012C,DBC957EC29,9846816.8,E1C405003E,103.0,4.9,76C8D23964,3354.0,6BC476A72C,1989,349843.0,72.16,413201469.45
63689206.67,701CC84488,C21419A540,F0DAFD7A67,DBC957EC29,39881272.8,9E6CA329DC,127.0,5.9,384DC34121,5571.0,F0DAFD7A67,1989,625624.0,86.37,410745145.45
37022540.0,C9553139D6,F4DEBD59DA,475C55C755,DBC957EC29,1181084.8,B3328F0A8F,103.0,6.6,309B8E7B02,6447.0,0910C0EA83,1989,109397.0,46.78,397822620.45
37022540.0,0A06325A79,C21419A540,E88EF751B1,2BD4FCE0C1,10734472.8,9AB4C18D33,95.0,6.3,7CE9E6370A,1791.0,105977A5FF,1989,222344.0,48.52,399563926.45
45689206.67,F8FDA8F0F6,C21419A540,6D28B24013,DBC957EC29,6780372.8,34C0F587AE,108.0,5.6,765F243C5B,3037.0,C207042B1E,1989,141825.0,53.09,395466103.45
37022540.0,0A06325A79,C21419A540,9CF5588F42,2BD4FCE0C1,1955260.8,1BFEF1FD59,109.0,4.5,72E4E8357F,441.0,4AC022E00F,1989,73232.0,42.39,393431915.45
37022540.0,70DB313C25,111921D1F6,A5BE71BDAC,2BD4FCE0C1,3952751.2,E8986BA6D1,132.0,8.1,5C1A28F18C,13931.0,A5BE71BDAC,1989,119367.0,45.01,396047992.45
37022540.0,3BEE47A6D7,C21419A540,3F377C9588,2BD4FCE0C1,2008346.4,76599E4C46,101.0,5.2,4FD536F5B4,1133.0,A3D216D417,1989,51665.0,40.18,391222215.45
37022540.0,70DB313C25,111921D1F6,A5BE71BDAC,2BD4FCE0C1,3152433.6,44BF554707,124.0,8.0,5C1A28F18C,11887.0,A5BE71BDAC,1989,163102.0,50.18,401221753.45
48355873.33,49DC70B5AA,F4DEBD59DA,1D1BE3C705,6A4988C2E5,1852546.4,DB1079660F,104.0,3.1,3DBA7282E0,2881.0,C623201D6F,1989,202778.0,66.78,406489296.45
47689206.67,356A4325F0,C21419A540,C5F9B07958,2BD4FCE0C1,3040000.0,617A079346,121.0,5.7,E7294AEE76,1513.0,4817CADAA0,1989,250411.0,69.69,410065120.45
37022540.0,464ED4C8CA,C21419A540,B2646B3D59,DBC957EC29,483879.2,4A5B8863A5,89.0,5.9,A6B81FE26D,670.0,ABC176A22A,1989,106677.0,47.21,398247825.45
50355873.33,DFC0D497AC,C21419A540,A339A2EF4B,DBC957EC29,18324400.0,EF2EA676D2,114.0,6.4,EBBB7BC7CA,2041.0,26D67F97AE,1989,366638.0,68.7,406403441.45
37022540.0,C72089BA19,C21419A540,12BA7BBC2C,BD554FF6E8,1822611.2,72363403E9,97.0,5.5,1E2CC061C8,1992.0,12BA7BBC2C,1989,211969.0,56.4,407438298.45
37022540.0,B5104D0E5F,C21419A540,49F1CA9C63,425B0372BA,3681004.8,10785C94F4,103.0,4.5,F4E408F614,936.0,C9F1B15174,1989,224570.0,55.8,406840028.45
37022540.0,3ACF1D417B,D9A6E2CB4B,B657FCA580,DBC957EC29,1717782.4,3131DF14CD,103.0,3.3,B96923BF29,1323.0,1E549D4D42,1989,190124.0,54.32,405358661.45
41022540.0,2FF20FD419,C21419A540,40382DD7C7,425B0372BA,7958104.8,6DB10ADB77,108.0,5.9,45E81F111A,2362.0,9BBADEA5CA,1989,81718.0,41.24,388277734.45
37022540.0,2DAC0F311A,C21419A540,1B58F729BA,2D4EDBC856,2036113.6,DD77403042,96.0,7.0,1B58F729BA,2578.0,C8CB6AD42D,1989,233457.0,58.33,409373585.45
37022540.0,2C634864AA,C21419A540,CB5D1BEBA4,DBC957EC29,8072343.2,7E081AAB39,106.0,4.9,CB5D1BEBA4,1687.0,6B1CBCB642,1989,257916.0,54.74,405783284.45
37022540.0,BEB2B447E4,BF05C86508,A1F06B4F42,2BD4FCE0C1,222898.4,CAC487322D,102.0,5.9,D5B54C1FE0,1211.0,A1F06B4F42,1989,230164.0,59.82,410857565.45
37022540.0,D7DD0701C4,F4DEBD59DA,5D60A856CA,2BD4FCE0C1,744168.8,6A1D4B040E,118.0,5.6,E72C6D1FF3,1761.0,166399221F,1989,204872.0,56.77,407807008.45
37022540.0,0723E38E30,C21419A540,2371E4FAF7,2BD4FCE0C1,2618080.0,29341D095C,148.0,7.4,D29BE5441B,2673.0,9A51F436D3,1989,191348.0,53.54,404580723.45
39689206.67,AF224E313D,C21419A540,5ECF974D73,425B0372BA,3743720.0,626C21DB21,113.0,5.9,5FF7565153,1193.0,B6BE4DA3C7,1989,179772.0,53.92,402297522.45
